Dialog_ID,Type,Actor,Text
hit:3550_conv:7101,utterance,speaker,I am going to North Korea.. I can't wait!
hit:3550_conv:7101,utterance,listener,"Wow, that should be interesting, have fun!"
hit:7488_conv:14976,situation,none,im gonna move to a different state
hit:7488_conv:14976,utterance,speaker,"im so happy ill be leaving this state , and moving to another one and start all over"
hit:7488_conv:14976,utterance,listener,"That sounds like a great adventure, where you moving."
hit:7488_conv:14976,utterance,speaker,"to new york , my brother lives there he attends west point"
hit:7488_conv:14976,utterance,listener,"That's fun. Ever been there, it's super fun."
hit:3919_conv:7839,situation,none,I can't wait for the release of the new Super Smash Brothers game.
hit:3919_conv:7839,utterance,speaker,I can't wait for the release of the new Super Smash Brothers game.
hit:3919_conv:7839,utterance,listener,That is a really fun game.  I wonder how they will make it better than the original.
hit:3919_conv:7839,utterance,speaker,Well I hope they will find a good way because I don't want it to be similar to Smash 4.
hit:3919_conv:7839,utterance,listener,There is nothing worse than spending big money on a game it's no good.
hit:3397_conv:6794,situation,none,One of my favorite actors is doing a singing gig locally and I am going to get to go see him. I can hardly wait.
hit:3397_conv:6794,utterance,speaker,"""One of my favorite actors is doing a singing gig locally and I am going to get to go see him. I can hardly wait."
hit:3397_conv:6794,utterance,listener,That is great! What actor is it?
hit:3397_conv:6794,utterance,speaker,Someone who I have watched perform in movies and on TV and never knew he could sing.
hit:3397_conv:6794,utterance,listener,That sounds like a great time. I hope you have fun.
hit:858_conv:1717,situation,none,I cant wait for christmas. We are getting a new tree and new start!
hit:858_conv:1717,utterance,speaker,Im already getting pumped up for christmas this year...
hit:858_conv:1717,utterance,listener,I love Christmas!
hit:858_conv:1717,utterance,speaker,Me too especially this year.. new apartment for us new state. Whats your fav part of the holiday?
hit:858_conv:1717,utterance,listener,Seeing my kids open their gifts. I never make it to Christmas because I'm so excited to see them lol
hit:858_conv:1717,utterance,speaker,"Its such a good feeling right, the best! :)"
hit:858_conv:1717,utterance,listener,I never get anything but that's fine
hit:341_conv:683,situation,none,I'm going to a drink and paint party tomorrow. It should be pretty fun!
hit:341_conv:683,utterance,speaker,I have fun plans this weekend over a friends house.
hit:341_conv:683,utterance,listener,What are your plans?
hit:341_conv:683,utterance,speaker,My friend is having a drink and paint party. I've only been to one before but it was pretty fun. I can't wait.
hit:341_conv:683,utterance,listener,"Wow, that sounds like a fun and interesting time, but it sounds like there are a high chance for things to go south and be a huge mess"
hit:4555_conv:9111,situation,none,I am so thrilled about the new shark movie coming out. I got early tickets!
hit:4555_conv:9111,utterance,speaker,"I am a huge fan of sharks, and I am thrilled to go to the new shark film coming out!"
hit:4555_conv:9111,utterance,listener,me too I love them and I am very excited as well
hit:4555_conv:9111,utterance,speaker,Awesome! The movie looks quite fun and have some good effects.
hit:4555_conv:9111,utterance,listener,I know they'll make so much money from it within the first week of release
hit:9511_conv:19023,situation,none,I just won a bet against my friend while watching the horse races.
hit:9511_conv:19023,utterance,speaker,I just won a bet against my friend while watching the horse races.
hit:9511_conv:19023,utterance,listener,That's great! What did you win?
hit:9511_conv:19023,utterance,speaker,$400 thanks to Red. I opted not to bet with a big group because I don't know much about horses.
hit:9511_conv:19023,utterance,listener,"I don't blame you. I don't know anything about Horses, but congrats on winning the bet"
hit:8397_conv:16794,situation,none,I am looking forward to the end of the month. I am happy about football officially starting
hit:8397_conv:16794,utterance,speaker,I am looking forward to the end of the month. I am happy about football officially starting
hit:8397_conv:16794,utterance,listener,"Nice, how much do you bench?"
hit:8397_conv:16794,utterance,speaker,"I am not sure, I don't really bench a lot"
hit:8397_conv:16794,utterance,listener,"I see,  how many years have you been playing football/what kind of goals do you have?"
hit:4721_conv:9442,situation,none,I am really hype for the upcoming super smash bros game in december
hit:4721_conv:9442,utterance,speaker,I am really hype for the upcoming super smash bros game in december
hit:4721_conv:9442,utterance,listener,I remember playing that on the wii
hit:4721_conv:9442,utterance,speaker,"Me too, that was a great game!"
hit:4721_conv:9442,utterance,listener,Will it be available on xbox?
hit:8362_conv:16724,situation,none,I am going to be pretty happy and joyful next week thinking my next trip. We are going to asheville
hit:8362_conv:16724,utterance,speaker,I am going to be happy next week thinking about a trip I am going on. We are going to asheville.
hit:8362_conv:16724,utterance,listener,What is in Asheville?
hit:8362_conv:16724,utterance,speaker,A lot of cool breweries
hit:8362_conv:16724,utterance,listener,Oh that sounds very fun.
hit:7832_conv:15664,situation,none,"I can't wait for the new Super Smash Brothers game to be released, it seems like a lot of fun."
hit:7832_conv:15664,utterance,speaker,"I can't wait for the new Super Smash Brothers game to be released, it seems like a lot of fun."
hit:7832_conv:15664,utterance,listener,"Heck yeah! I loved that game on the n64, we used to play it all the time in college!"
hit:7832_conv:15664,utterance,speaker,"That's so cool, I'm glad you enjoyed it too! This one has a lot of new characters."
hit:7832_conv:15664,utterance,listener,"I'll be sure to check this out! My brother has a switch I can ""borrow""!"
hit:5923_conv:11847,situation,none,Friday is movie night. My kids always pick the best movies. I can't wait.
hit:5923_conv:11847,utterance,speaker,We have movie night on Friday
hit:5923_conv:11847,utterance,listener,Sounds fun! What movie are you going to watch?
hit:5923_conv:11847,utterance,speaker,I don't know yet. Its my daughter turn. The kids always pick gun movies
hit:5923_conv:11847,utterance,listener,Oh. Well that's lovely.. I suppose. Lol. Maybe you should amend the movie night rules with a different theme every time so they are more constrained to what they have to choose from! Haha!
hit:5923_conv:11847,utterance,speaker,I meant fun movies not gun movies lol
hit:6520_conv:13041,situation,none,I am taking my first ever trip to California next week. I can't wait to go! I've heard so many great things about the place!
hit:6520_conv:13041,utterance,speaker,I'm taking my first ever trip to California! I can't wait to go. I've heard so many great things about the place!
hit:6520_conv:13041,utterance,listener,Wow - I've nver been but would love to go.
hit:6520_conv:13041,utterance,speaker,Well it seems like a place everyone should check out!
hit:6520_conv:13041,utterance,listener,Definitely. And it never rains in Southern CAlifornia.
hit:6520_conv:13041,utterance,speaker,Yeah that is true from what I've heard. There's been so much rain where I am these past few weeks
hit:262_conv:524,situation,none,I remember when I won my first Starcraft match.
hit:262_conv:524,utterance,speaker,I couldn't believe it!  When the battle started to swing my way I remember starting to get that feeling that I may win.
hit:262_conv:524,utterance,listener,What battle? What were you doing?
hit:262_conv:524,utterance,speaker,I was playing 1v1 Starcraft on the competitive ladder.
hit:262_conv:524,utterance,listener,Is that a video game?
hit:8021_conv:16043,situation,none,really pumped for the broly movie
hit:8021_conv:16043,utterance,speaker,"i am a big dragon ball super fan, and im really looking forward for the new movie broly that lands on january , i cant wait !!!"
hit:8021_conv:16043,utterance,listener,Yeah me too! Are you going to go with anyone?
hit:8021_conv:16043,utterance,speaker,"probably all my friends , they are big fans too"
hit:8021_conv:16043,utterance,listener,Nice! I am sure it is going to be a ball of a time.
hit:8398_conv:16796,situation,none,i was happy to see my package arrived in the mail
hit:8398_conv:16796,utterance,speaker,i was happy to see my package arrived in the mail
hit:8398_conv:16796,utterance,listener,What did you get in the mail?
hit:8398_conv:16796,utterance,speaker,a russian tortoise
hit:8398_conv:16796,utterance,listener,"That's so cool, what is his name?"
hit:617_conv:1235,situation,none,My brother and sister in law are coming to town next week. I can't wait!
hit:617_conv:1235,utterance,speaker,I'm planning what to do when my relatives come to visit next week. It will be so nice to see them
hit:617_conv:1235,utterance,listener,"Wooow, that's nice... You all will have fun together"
hit:617_conv:1235,utterance,speaker,"Yes, I think we will.  We live near an amusement park and I'm sure we'll go there one day!"
hit:617_conv:1235,utterance,listener,Yeah for sure...  So where are they coming from??
hit:10980_conv:21961,situation,none,I can't wait to finish my degree so I can become a nurse1
hit:10980_conv:21961,utterance,speaker,I can't wait to finish my degree so I can become a nurse!
hit:10980_conv:21961,utterance,listener,What made you want to be a nurse?
hit:10980_conv:21961,utterance,speaker,I imagine that it is an incredibly fulfilling and rewarding job. It's also a very needed job so I know that I'll always find a job somewhere.
hit:10980_conv:21961,utterance,listener,"That's good, it's a lot of work, sure you are ready for that?"
hit:10980_conv:21961,utterance,speaker,"I believe so! I know it's incredibly stressful, but it must feel great to directly make a positive impact on someones life."
hit:7387_conv:14775,situation,none,i cant wait for next week!
hit:7387_conv:14775,utterance,speaker,i cant wait for next week!
hit:7387_conv:14775,utterance,listener,What's going on next week?
hit:7387_conv:14775,utterance,speaker,the kids go back to school
hit:7387_conv:14775,utterance,listener,"Oh yea, how could I forget that. How many kids do you have?"
hit:7387_conv:14775,utterance,speaker,4 of them!
hit:10897_conv:21795,situation,none,I've been saving money for a while now. I almost have enough money to put a down payment on a home.
hit:10897_conv:21795,utterance,speaker,I'm thinking about owning my first home.
hit:10897_conv:21795,utterance,listener,That's awesome! Is something holding you back?
hit:10897_conv:21795,utterance,speaker,"Well, I've been putting money away for a while now. I've almost got enough for a down payment."
hit:10897_conv:21795,utterance,listener,Buying a home can be nerve wracking but in the end it's worth it!
hit:10897_conv:21795,utterance,speaker,"Yeah, I can't wait!"
hit:10897_conv:21795,utterance,listener,Wishing you luck and here's to finding the perfect home!
hit:12198_conv:24397,situation,none,My 4 year old gets to start preschool in a week.
hit:12198_conv:24397,utterance,speaker,So my 4 year old gets to start preschool in a week.
hit:12198_conv:24397,utterance,listener,Oh how exciting! Are you at all worried how they'll take being separated?
hit:12198_conv:24397,utterance,speaker,A little. I think that's normal though. Glad he'll start to make new friends though.
hit:12198_conv:24397,utterance,listener,Definitely. It will probably be tougher on you than him. Here's to a wonderful first day of preschool for both of you!
hit:379_conv:758,situation,none,I was promoted to a managerial level in my company
hit:379_conv:758,utterance,speaker,I got the promotion letter when I least expected it
hit:379_conv:758,utterance,listener,Awesome! What type of promotion? Did you get a raise too?
hit:379_conv:758,utterance,speaker,I WS promoted to the sales manager
hit:379_conv:758,utterance,listener,Congrats for what store or company? Did you get a raise too?
hit:379_conv:758,utterance,speaker,In an insurance company with a good pay check
hit:7009_conv:14019,situation,none,My husband is going on a fishing trip with some of his friends in October.  I'm actually looking forward to it - just some time with my girls doing girl stuff!
hit:7009_conv:14019,utterance,speaker,My husband is going on a fishing trip with some of his guy friends in October.
hit:7009_conv:14019,utterance,listener,That sounds like fun. How do you feel about it?
hit:7009_conv:14019,utterance,speaker,"I'm actually looking forward to it.  A whole four days just me and my girls to do girl stuff, eat pizza, watch tear jerker movies, stay up all night talking, etc.."
hit:7009_conv:14019,utterance,listener,That sounds like a great time!
hit:4547_conv:9094,situation,none,"I'm going back to college in a few weeks. I get my own room in this really new, nice place so I'm really looking forward to it."
hit:4547_conv:9094,utterance,speaker,I'm going back to college soon and I don't have to live in the freshman dorms anymore. I'm stoked for that.
hit:4547_conv:9094,utterance,listener,Congratulations! It must be exciting to live on your own!
hit:4547_conv:9094,utterance,speaker,"Yeah it really is, though I'm living with 3 other people just that I get my own room this time around."
hit:4547_conv:9094,utterance,listener,It's nice to have company and make close friends during college.
hit:1170_conv:2341,situation,none,I am positive about my next vacation.
hit:1170_conv:2341,utterance,speaker,I am so happy about my next vacation.
hit:1170_conv:2341,utterance,listener,Awesome!  Where are you going!  I am jealous!
hit:1170_conv:2341,utterance,speaker,I am going to visit Rome for the first time.
hit:1170_conv:2341,utterance,listener,No I am really jealous!  I have wanted to go there for the longest time.  I am happy for you!
hit:9984_conv:19969,situation,none,My daughter will turn 16 next month and I cannot wait!  We are giving her a new to her car that we've been working on for almost a year now!
hit:9984_conv:19969,utterance,speaker,My daugher will turn 16 next month and I cannot wait!!
hit:9984_conv:19969,utterance,listener,Oh wow! I bet she and you are so excited about it!
hit:9984_conv:19969,utterance,speaker,"We've been working on a car for her for almost a year now, getting it ready and restoring it.  Cannot wait to give it to her."
hit:9984_conv:19969,utterance,listener,What a nice surprise that is! I bet you anticipate her to love it!
hit:3239_conv:6479,situation,none,I am so excited for this semester. I got all of the classes I wanted.
hit:3239_conv:6479,utterance,speaker,I got all the classes I wanted this semester
hit:3239_conv:6479,utterance,listener,Oh that could be tough sometimes. I'm glad you were able to get all the ones you wanted.
hit:3239_conv:6479,utterance,speaker,Yep. Last semester I wasnt so lucky
hit:3239_conv:6479,utterance,listener,It's all behind you now.
hit:391_conv:783,situation,none,"I finally got my dream car,hard work pays !"
hit:391_conv:783,utterance,speaker,Guest what? It was a Ferrari...!!!
hit:391_conv:783,utterance,listener,"I cant actually see what you put in the prompt, but man thats crazy if it was a ferrari."
hit:391_conv:783,utterance,speaker,I said guess what! A custom made Ferrari with luxurious taste
hit:391_conv:783,utterance,listener,"I love Ferraris, they are so expensive though, one day I hope to own one."
hit:8991_conv:17983,situation,none,I am leaving for a three month trip overseas. I cant wait to leave. Its all I can think about.
hit:8991_conv:17983,utterance,speaker,I am leaving for a three month trip overseas. I cant wait to leave. Its all I can think about.
hit:8991_conv:17983,utterance,listener,"Wow, that must be exciting. Do you have everything prepared?"
hit:8991_conv:17983,utterance,speaker,I sure do. I am going with a friend so its going to be really fun.
hit:8991_conv:17983,utterance,listener,Nice! Make sure to take lots of photos and make some cool memories together!
hit:3491_conv:6983,situation,none,I'm excited to go see a concert coming up in September
hit:3491_conv:6983,utterance,speaker,"Hey man, can't wait for september, going to go see Bon Jovi, what about you?"
hit:3491_conv:6983,utterance,listener,Cool. Are you going alone or with friends?
hit:3491_conv:6983,utterance,speaker,"A big group of us from work got tickets real cheap, I'm super excited, haven't been to a concert in years!"
hit:3491_conv:6983,utterance,listener,"Good for you. To be honest, i do not really enjoy attending live concerts"
hit:1815_conv:3630,situation,none,when i found out good news in 1 day
hit:1815_conv:3630,utterance,speaker,I had such an amazing day yesterday it was insane.
hit:1815_conv:3630,utterance,listener,"Oh, tell me what happened."
hit:1815_conv:3630,utterance,speaker,I ended up selling my house and getting a new job all in the same day
hit:1815_conv:3630,utterance,listener,That sounds like a very eventful day!
hit:11030_conv:22061,situation,none,"I'm going to Ireland next month for 8 days. I have never been, I can't wait!"
hit:11030_conv:22061,utterance,speaker,"I'm going to Ireland next month for 8 days. I have never been, I can't wait!"
hit:11030_conv:22061,utterance,listener,Lucky you! I wanna go there to.
hit:11030_conv:22061,utterance,speaker,Yeah I'm excited. I hope it's as beautiful as I imagine.
hit:11030_conv:22061,utterance,listener,"It probably is, at least you get to experience another culture."
hit:11030_conv:22061,utterance,speaker,I love the accents!
hit:5264_conv:10529,situation,none,I am going on vacation to Disney World in 2 weeks.  Im ready to go and cannot wait
hit:5264_conv:10529,utterance,speaker,How early is too early to start packing for vacation?
hit:5264_conv:10529,utterance,listener,Right now I am sure is too early!
hit:5264_conv:10529,utterance,speaker,I am going to Disney in too weeks and I can't wait.  Im ready to go now!
hit:5264_conv:10529,utterance,listener,We are going in December and it is going to be magical.
hit:2690_conv:5381,situation,none,"Took my daughter to the Animal Kingdom for the first time, I think I was more excited than she was."
hit:2690_conv:5381,utterance,speaker,"Took my daughter to the Animal Kingdom for the first time, I think I was more excited than she was."
hit:2690_conv:5381,utterance,listener,Oh that sounds like so much fun! I love animals!
hit:2690_conv:5381,utterance,speaker,Me too.  But she didn't seem to care.  She loved the Dinosaur ride.  It's a rough one.
hit:2690_conv:5381,utterance,listener,Hopefully she'll get more interested when she gets a bit older.
hit:2690_conv:5381,utterance,speaker,"I believe she will, she loves her cats."
hit:3998_conv:7997,situation,none,i was excited when i got to leave work early
hit:3998_conv:7997,utterance,speaker,i was excited when i got to leave work early
hit:3998_conv:7997,utterance,listener,I'm glad to hear something positive happened to you. Were you able to do something fun or productive with the time off? And what was the occasion?
hit:3998_conv:7997,utterance,speaker,no i was not i was able to go home and wait for the family the we went out to eat
hit:3998_conv:7997,utterance,listener,"Ah, pretty cool. It's nice that you decided to have family time instead of just alone time. I bet they were excited, too. Hopefully work rewards you more often like that."
hit:12060_conv:24121,situation,none,My wife just told me she won tickets on the radio!
hit:12060_conv:24121,utterance,speaker,I just got a call my wife won tickets on the radio!
hit:12060_conv:24121,utterance,listener,Oh awesome! What are the tickets for?
hit:12060_conv:24121,utterance,speaker,Some band I think she said it was Rob Zombie
hit:12060_conv:24121,utterance,listener,That will be fun.
hit:9664_conv:19328,situation,none,I'm really psyched because my brother just asked me to be his best man. I can't wait for the bachelor party!
hit:9664_conv:19328,utterance,speaker,My brother just asked me to be his best man. I'm so psyched!
hit:9664_conv:19328,utterance,listener,"Dang, that's a nice honor. Shows you what he thinks of you. I would like someone to ask me to be their best man one day! Congratulations to the both of you"
hit:9664_conv:19328,utterance,speaker,Thanks! I can't wait for the bachelor party!
hit:9664_conv:19328,utterance,listener,"Oh yeah, I forgot that's one of your responsibilities! Well, you know your brother best, so I'm sure you'll know what to do. But if you think he won't like the typical drunken debauchery stripper party, don't do it just because it's the thing everyone does. When my brother had his wedding, we just sat around and played video games"
hit:8209_conv:16418,situation,none,I have a family reunion coming up soon. I can't wait to see my relatives that I hadn't seen in a while.
hit:8209_conv:16418,utterance,speaker,I have a family reunion to go to in about two weeks. I'm so stoked. There are a lot of family members I haven't seen in a while and I'd love to catch up with.
hit:8209_conv:16418,utterance,listener,Do you have a rather large family?
hit:8209_conv:16418,utterance,speaker,"I'd say so, yeah. So it's going to be a ton of fun."
hit:8209_conv:16418,utterance,listener,Will you have music and dance?
hit:8209_conv:16418,utterance,speaker,Sure will. One of our family members is a DJ and so he'll be playing there.
hit:9271_conv:18542,situation,none,"I want to go to a concert this weekend, it's a singer I liked a long time ago"
hit:9271_conv:18542,utterance,speaker,"I want to go to a concert this weekend, it's a singer I liked a long time ago"
hit:9271_conv:18542,utterance,listener,Who is the singer?
hit:9271_conv:18542,utterance,speaker,"A folk singer Regina Spektor, her voice is light and her songs are very pretty"
hit:9271_conv:18542,utterance,listener,I am a huge fan of hers too!
hit:8465_conv:16930,situation,none,When i got a great mark on my math test. I studied hard.
hit:8465_conv:16930,utterance,speaker,I studied so hard for my test.
hit:8465_conv:16930,utterance,listener,Oh yeah?  I hope you did well?
hit:8465_conv:16930,utterance,speaker,"I did amazing, got a 95%, so surprised!"
hit:8465_conv:16930,utterance,listener,Good for you!
hit:4554_conv:9108,situation,none,I am really looking forward to my new job.
hit:4554_conv:9108,utterance,speaker,I got a new job and I am really looking forward to starting it!
hit:4554_conv:9108,utterance,listener,That's great! What job did you get?
hit:4554_conv:9108,utterance,speaker,a software engineer. I am so excited to be making so much more money!
hit:4554_conv:9108,utterance,listener,"That's the same kind of job that I'm looking to get, so that's awesome!"
hit:12095_conv:24191,situation,none,"I am super pumped for the new super smash bros, I hope it is as great as it looks"
hit:12095_conv:24191,utterance,speaker,"I am super pumped for the new super smash bros, I hope it is as great as it looks"
hit:12095_conv:24191,utterance,listener,I'm looking forward to it too! I remember playing Smash on the N64. I loved it.
hit:12095_conv:24191,utterance,speaker,"it was a great game, they have improved every single entry in my opinion!"
hit:12095_conv:24191,utterance,listener,Sweet. I hope to meet you on the battlefield someday!
hit:11070_conv:22140,situation,none,im so excited my birthday was this last weekedn
hit:11070_conv:22140,utterance,speaker,Last weekend i went to Vegas for my birthday it was so much fun
hit:11070_conv:22140,utterance,listener,I love Vegas what did you like the best?
hit:11070_conv:22140,utterance,speaker,I liked the buffetts the most!
hit:11070_conv:22140,utterance,listener,I would too. I like the light shows and magic shows
hit:7835_conv:15671,situation,none,I'm so ready to go home. I can hardly wait!
hit:7835_conv:15671,utterance,speaker,I haven't been home in so long. I am so ready to go home and see my family.
hit:7835_conv:15671,utterance,listener,"I bet, I get home sickness even if I'm gone a couple day.  I bet they are happy to see you as well!"
hit:7835_conv:15671,utterance,speaker,Yeah it's been like a month and a half since I've seen them.
